time,open,high,low,close,volume
08:30,152.900,153.030,152.760,153.030,6124
08:31,153.030,153.163,152.950,153.000,8755
08:32,153.020,153.040,153.000,153.000,3964
08:33,153.000,153.050,152.860,152.860,13186
08:34,152.870,152.910,152.860,152.910,923
08:35,152.920,152.920,152.800,152.800,5638
08:36,152.810,152.840,152.780,152.780,3206
08:37,152.770,152.790,152.700,152.790,3571
08:38,152.790,152.790,152.710,152.710,4288
08:39,152.760,152.770,152.750,152.750,6876
08:40,152.700,152.700,152.640,152.670,8642
08:41,152.640,152.650,152.600,152.620,4365
08:42,152.650,152.650,152.110,152.110,26451
08:43,152.320,152.620,152.200,152.600,14573
08:44,152.600,152.600,152.340,152.360,12310
08:45,152.400,152.590,152.380,152.590,9510
08:46,152.640,152.640,152.500,152.600,11887
08:47,152.680,152.680,152.560,152.560,5157
08:48,152.560,152.620,152.450,152.450,4154
08:49,152.500,152.570,152.500,152.540,2548
08:50,152.450,152.570,152.450,152.530,2765
08:51,152.590,152.700,152.570,152.700,3683
08:52,152.710,152.710,152.610,152.610,2989
08:53,152.680,152.680,152.640,152.640,1516
08:54,152.640,152.640,152.620,152.620,2338
08:55,152.630,152.630,152.400,152.430,6652
08:56,152.420,152.540,152.420,152.500,2532
08:57,152.500,152.540,152.420,152.450,3555
08:58,152.480,152.540,152.480,152.540,1657
08:59,152.600,152.600,152.550,152.550,1735
09:00,152.580,152.580,152.500,152.500,1924
09:01,152.510,152.520,152.500,152.520,1161
09:02,152.500,152.500,152.360,152.360,9762
09:03,152.340,152.370,152.310,152.370,3188
09:04,152.370,152.400,152.370,152.400,2064
09:05,152.390,152.600,152.390,152.570,5662
09:06,152.640,152.690,152.630,152.690,3081
09:07,152.620,152.620,152.620,152.620,834
09:08,152.680,152.690,152.630,152.640,5046
09:09,152.640,152.710,152.640,152.710,11233
09:10,152.730,152.750,152.700,152.700,3318
09:11,152.700,152.720,152.690,152.710,5084
09:12,152.700,152.770,152.700,152.730,2134
09:13,152.740,152.740,152.660,152.660,1772
09:14,152.650,152.650,152.550,152.550,11752
09:15,152.550,152.550,152.100,152.300,19948
09:16,152.378,152.420,152.230,152.230,13806
09:17,152.330,152.530,152.210,152.400,12914
09:18,152.400,152.600,152.400,152.470,10117
09:19,152.430,152.450,152.420,152.420,7181
09:20,152.370,152.379,152.190,152.200,14455
09:21,152.190,152.330,152.160,152.330,3344
09:22,152.320,152.360,152.260,152.360,4326
09:23,152.300,152.320,152.250,152.260,4634
09:24,152.300,152.340,152.300,152.340,2554
09:25,152.170,152.510,152.170,152.320,7260
09:26,152.300,152.540,152.280,152.540,3403
09:27,152.360,152.376,152.040,152.040,20053
09:28,152.060,152.210,152.010,152.110,13244
09:29,152.130,152.190,152.030,152.150,19040
09:30,152.150,152.670,152.120,152.330,935538
09:31,152.310,152.420,151.980,152.010,215510
09:32,152.030,152.160,151.800,151.915,233812
09:33,151.900,152.139,151.890,152.015,146485
